id,date,region,channel,product_category,customer_segment,ad_spend,price,discount_rate,market_reach,impressions,click_through_rate,competition_index,seasonality_index,campaign_duration_days,customer_lifetime_value,sales_revenue
6622,21-06-2010 12.05,North,Social Media,General,Standard,1.65,1.65,0.0221,521,15605,0.0283,2.05,-1,21,100.2,160.6100987
6623,21-01-2010 8.52,North,Search,General,Premium,13.5,6.75,0.3951,244,2337,0.0112,2.59,1.366025404,30,1908.49,103.3844263
6624,28-07-2010 12.05,North,Affiliate,Storage,Premium,33,1.65,0.4782,681,11865,0.0253,5.61,-1.366025404,7,20832.05,88.51359208
6625,05-06-2011 11.02,North,Search,Storage,Premium,29.7,1.65,0.3582,164,3968,0.0569,2.05,-1,21,246.38,116.175182
6626,08-09-2011 11.44,North,Social Media,Storage,Premium,20.8,2.08,0.5054,546,5225,0.095,2.11,-1,28,2706.98,142.4025087
6627,24-10-2011 17.07,North,Affiliate,Stationery,Premium,2.46,2.46,0.3369,216,5878,0.0909,4.9,-0.366025404,28,20409.76,98.65188254
6628,08-12-2009 15.12,North,Email,General,Standard,9.95,9.95,0.3062,5,73,0.0166,6.07,1,28,,54.15552523
6629,25-10-2011 14.35,North,Affiliate,General,Standard,1.7,253.2547577,0.4583,264,2999,0.0282,0.42,-0.366025404,28,1269.4,62.06789456
6630,19-10-2010 13.13,North,Influencer,General,Premium,4.2,2.1,0.2296,381,13738,0.0526,0.23,-0.366025404,14,1186.42,167.59309
6631,16-12-2009 10.45,North,Affiliate,Lighting,Standard,15,1.25,0.211,40,553,0.0165,0.43,1,21,408.95,136.4949552
6632,18-09-2011 15.32,North,Email,General,Premium,9.9,4.95,0.3316,104,836,0.0152,1.25,-1,,,69.21284724
6633,23-06-2010 13.19,Norht,Email,Storage,Premium,33,1.65,,845,30714,0.0023,2.81,-1,7,707.62,116.919016
6634,17-04-2011 11.21,North,Affiliate,General,Premium,31.8,7.95,0.349,193,2974,0.0013,4.64,0.366025404,21,23627.88,75.74015856
6635,28-08-2011 12.16,North,Search,Seasonal,Premium,4.95,1.65,0.0645,428,5191,0.1397,1.66,-1.366025404,21,10005.04,188.8350797
6636,15-09-2011,North,Social Media,General,Premium,0.42,0.14,0.2763,123,4788,0.0661,5.5,-1,28,2926.34,366.3891712
6637,02-09-2011 9.48,North,Email,Storage,Premium,20.8,2.08,0.2546,601,15225,0.0893,1.22,-1,30,7079.82,150.5961732
6638,28-04-2011 10.20,North,Affiliate,Storage,Premium,38.16,1.06,0.2036,525,12815,0.1412,,0.366025404,28,62265.4,216.7693428
6639,30-03-2010 9.47,North,TV,General,Premium,15,3.75,0.0808,389,8921,0.0986,1.45,1,60,39776.6,155.1296504
6640,21-08-2011 14.42,North,Social Media,General,Premium,12.5,131.5204659,0.1591,55,1119,0.0061,2.62,-1.366025404,7,3052.04,32.47380816
6641,20-01-2011 12.04,North,Email,General,Standard,,1.25,0.5958,26,988,0.0413,3.84,1.366025404,60,1.25,60.22388331
6642,29-06-2010 14.11,North,Email,General,Premium,1.65,1.65,0.0174,244,3768,0.0143,4.42,-1,28,2538.2,99.86881804
6643,10-12-2010 13.48,Nort,TV,Seasonal,Standard,5.1,0.85,0.4034,257,2982,0.0082,4.39,1,90,1287.52,123.2952676
6644,03-06-2010 16.33,North,Social Media,General,Premium,14.98,7.49,0.2318,186,3163,0.0079,,-1,7,3252.31,57.26268789
6645,24-11-2010 14.14,North,Social Media,Storage,Premium,1.95,1.95,0.2572,456,8477,0.0304,4.16,0.366025404,30,453.51,139.84177
6646,04-08-2011 12.13,North,Influencer,Kitchen,Premium,8.25,1.65,0.3979,351,7426,0.0675,3.91,-1.366025404,30,11753.35,112.1941743
6647,07-06-2011 10.05,North,Email,General,Premium,79.9,39.95,0.0805,18,259,0.0132,3.5,-1,90,,55.67863701
6648,13-10-2011 10.26,North,Social Media,Storage,Premium,995.8919873,5.95,0.1136,334,-11276,0.0268,6.61,-0.366025404,28,5750.34,113.8886095
6649,11-12-2009 15.40,North,Email,General,Premium,7.5,3.75,0.1783,313,6105,0.1024,4.09,1,14,1779.33,128.1957799
6650,28-05-2010,Norht,Influencer,General,Budget,10.08,0.42,0.1549,417,4333,0.1059,4.06,-0.366025404,7,63.88,289.0100759
6651,28-11-2011 9.54,North,Social Media,Lighting,Premium,42.96,1.79,0.438,450,10265,0.0036,1.84,0.366025404,60,2532.03,177.0778254
6652,07-08-2011 12.54,North,Email,General,Standard,17.85,5.95,0.3053,327,1653,,1.87,-1.366025404,28,178.81,73.5676237
6653,29-11-2010 15.36,North,Email,Storage,Premium,25.5,4.25,0.3579,119,2246,0.0592,3.43,0.366025404,14,2720.57,100.3814499
6654,17-11-2011 9.51,North,Social Media,General,Premium,18.6,4.65,0.2221,248,2685,0.1657,,0.366025404,30,19409.03,182.8517147
6655,08-12-2010 13.11,Norht,Social Media,Storage,Premium,17,4.25,0.2251,95,1684,0.0073,6.63,1,7,2375.88,89.23839044
6656,02-07-2010 8.26,North,Social Media,Storage,Premium,15.3,2.55,,,4207,0.0248,2.76,-1.366025404,60,3349.56,111.2104292
6657,08-03-2011 15.07,North,Affiliate,Storage,Premium,5.1,2.55,0.0242,260,3049,0.0457,4.87,1,14,740.11,117.150188
6658,26-09-2011 12.10,North,Email,Storage,Premium,62.4,2.08,0.4735,506,8219,0.3778,5.27,-1,28,9720.01,203.1890896
6659,23-09-2011 14.49,North,Influencer,Stationery,Premium,10.5,0.42,0.3681,76,2808,0.0104,5.91,-1,21,242367.01,149.0774662
6660,11-07-2011 10.33,West,Social Media,General,Standard,14.85,4.95,0.2198,117,2172,0.0522,2.42,-1.366025404,30,2276.15,92.73271656
6661,24-02-2011 9.32,Nort,Influencer,Kitchen,Premium,15.3,2.55,0.1866,51,407,0.0383,3.74,1.366025404,60,11277.65,118.4621652
6662,18-07-2010 10.52,North,Affiliate,General,Standard,7.49,7.49,0.1499,279,6229,0.0701,4.05,-1.366025404,7,139.44,50.82528375
6663,03-03-2010 11.40,Norht,Search,General,Premium,5.1,0.85,,6,144,0.0788,4.77,1,90,1058.4,103.1451125
6664,20-10-2011 14.01,North,Search,General,Premium,23.8,5.95,0.1649,135,3174,,4.33,-0.366025404,60,,99.03064636
6665,14-12-2010 13.50,North,Search,General,Premium,29.7,4.95,0.1891,115,1201,0.0288,6.47,1,28,2420.85,114.5000561
6666,16-09-2010 18.09,North,Social Media,Storage,Standard,14.75,2.95,0.37,315,9732,0.0148,5.58,-1,7,645.18,76.73738824
6667,20-08-2010 10.57,Nort,Search,Storage,Premium,14.85,4.95,0.4378,135,4160,,3.47,-1.366025404,30,1119.76,47.32369443
6668,29-11-2011 16.23,East,Social Media,Kitchen,Premium,5.9,2.95,0.2778,480,4996,0.0312,6.02,0.366025404,21,1049.86,109.5366267
6669,25-08-2010 14.45,North,Email,Stationery,Premium,34,8.5,0.2016,583,12475,0.0235,3.13,-1.366025404,21,3289.72,51.34483271
6670,03-03-2011 15.31,North,Search,Stationery,Premium,20.16,0.42,0.0575,217,5518,0.0328,2.92,1,21,5059.43,265.2519117
6671,05-12-2010 12.43,North,TV,Storage,Premium,8.5,0.85,0.0314,393,18557,0.0305,1.95,1,7,7026.16,163.7159855
6672,03-11-2011 13.50,North,Search,General,Premium,0.85,0.85,0.337,264,2249,0.0997,3.39,0.366025404,90,1808.53,191.2272377
6673,04-02-2010 14.19,North,Influencer,General,Premium,13.5,6.75,,317,8197,0.041,2.55,1.366025404,28,338.25,127.0053268
6674,19-01-2010 11.20,North,Social Media,General,Premium,3.75,3.75,0.442,33,513,0.0029,0.78,1.366025404,21,399.63,97.98261765
6675,27-11-2011 15.38,North,Email,Lighting,Premium,5.75,102.058896,0.0996,304,7879,0.1215,3.06,0.366025404,60,1569.36,116.0366501
6676,07-06-2010 11.47,North,Influencer,Lighting,Premium,8.5,4.25,0.2993,61,2050,0.0768,2.61,-1,7,389.05,87.3716482
6677,14-02-2010 11.24,North,Affiliate,Storage,Premium,138.24,0.72,0.0386,445,6047,0.0242,4.19,1.366025404,14,138.24,211.2868087
6678,23-11-2010 12.22,East,Affiliate,General,Premium,15,1.25,0.4817,197,3026,0.0473,3.9,0.366025404,90,3490.62,133.3769957
6679,15-07-2011 10.44,North,Social Media,Seasonal,Premium,2.1,2.1,0.0925,313,4402,0.0102,3.07,-1.366025404,21,,105.6024495
6680,05-12-2010 10.58,North,Email,Seasonal,Premium,25.5,12.75,0.0043,471,6439,0.0756,5.86,1,7,1792.44,92.37879952
6681,01-06-2010 12.45,North,Email,General,Standard,9.3,4.65,0.0165,248,8089,0.0164,6.33,-1,90,644.08,74.0500887
6682,18-10-2011 10.53,North,TV,General,Standard,9.9,4.95,0.0434,146,2909,,3.49,-0.366025404,30,887.87,87.14750652
6683,19-05-2011 14.05,Norht,TV,General,Premium,15.3,2.55,0.4273,109,2687,0.0603,4.4,-0.366025404,30,9036.95,75.89238823
6684,15-06-2011 13.37,West,Social Media,Storage,Premium,211.2,1.65,0.2287,423,3887,0.0306,2.46,-1,7,75752.34,130.1201986
6685,08-12-2011 11.43,North,Social Media,Stationery,Premium,3.75,3.75,0.1946,,19963,0.0205,4.86,1,14,823.94,87.73337354
6686,08-12-2010 13.49,Nort,Social Media,Lighting,Premium,39.6,4.95,0.0843,304,15120,0.0372,4.71,1,28,1678.86,131.0142906
6687,28-04-2010 12.15,North,Social Media,General,Budget,8.5,118.947819,0.1916,225,9632,0.0529,3.01,0.366025404,7,450.98,80.09975165
6688,23-11-2011 13.39,North,Influencer,General,Premium,10.79,10.79,0.1513,129,2574,0.065,3.22,0.366025404,28,41553.75,129.8473305
6689,06-12-2011 12.12,North,TV,General,Premium,2.37,0.79,0.0719,227,8139,0.0899,6.31,1,90,1384.17,160.0338198
6690,13-02-2011 11.22,North,Social Media,Seasonal,Premium,23.8,5.95,0.0867,661,18689,0.0229,2.43,1.366025404,21,1444.98,130.5531764
6691,16-09-2010 14.52,North,Social Media,General,Premium,29.7,4.95,0.1464,230,4368,0.1059,4.45,-1,28,3528.56,100.0179691
6692,01-09-2011 14.13,North,TV,General,Premium,13.92,0.29,0.273,178,2059,0.0514,4.63,-1,30,2082.03,209.9242805
6693,20-09-2010 11.45,North,Social Media,General,Premium,15,1.25,0.018,263,3073,0.1017,4.7,-1,14,8332,156.9319845
6694,21-10-2011 15.18,North,TV,General,Premium,14.85,4.95,0.1979,27,304,0.0616,1.54,-0.366025404,30,,86.46423303
6695,15-05-2011 15.13,NORTH,Search,Kitchen,Premium,2.49,0.83,0.4907,140,3346,0.0596,6.09,-0.366025404,7,2193.13,126.2770787
6696,08-12-2010 15.59,North,Search,Lighting,Premium,5.9,2.95,0.1681,234,4831,0.0859,4.57,1,14,564.32,124.7361343
6697,22-03-2010 14.30,North,Email,General,Premium,8.5,4.25,0.4709,122,2749,0.08,1.57,1,28,942.5,113.484764
6698,02-09-2010 16.55,North,Email,General,Premium,15,1.25,0.046,434,4573,0.0114,5.83,-1,21,931.38,124.7496333
6699,15-05-2011 12.31,North,Email,General,Premium,12.6,2.1,0.0157,139,7952,0.0785,4.82,-0.366025404,,104.1,101.7841491
6700,17-11-2010 10.55,North,Email,Storage,Budget,2.95,2.95,0.4671,10,193,0.0832,6.1,0.366025404,60,91.1,50.76478491
6701,03-03-2011 10.09,Nort,Search,General,Premium,17.7,2.95,0.4211,464,2885,0.1097,6.89,1,7,3548.1,123.1878324
6702,31-10-2011 12.21,North,Influencer,Storage,Standard,16.5,1.65,0.1446,664,9191,0.0226,5.63,-0.366025404,14,806.6,153.4560519
6703,22-10-2010 13.44,North,Affiliate,Stationery,Premium,5.95,149.0825786,0.3339,281,18209,0.2116,3.75,-0.366025404,7,1629.98,86.79441635
6704,16-02-2010 17.47,North,Search,Lighting,Premium,3.3,1.65,0.2417,64,1051,0.044,4.13,1.366025404,90,22140.15,119.1462636
6705,17-03-2011 9.03,North,TV,General,Premium,17.4,1.45,0.2113,507,6554,0.0004,4.04,1,14,270.34,131.8896183
6706,17-10-2010 11.24,North,Social Media,Stationery,Premium,5.9,2.95,0.1559,91,1409,0.1291,5.57,-0.366025404,30,1296.36,112.5318701
6707,26-01-2011 13.40,Norht,Social Media,Seasonal,Standard,31.8,7.95,0.1365,516,8142,0.0822,5.68,1.366025404,60,1073.4,132.1032829
6708,23-05-2010 12.07,North,Search,General,Premium,1.95,0.65,0.2768,169,6491,0.0533,5.34,-0.366025404,7,1098.53,163.3256786
6709,10-05-2010 10.11,North,Influencer,Storage,Premium,19.5,1.95,0.2682,601,11715,0.0546,1.97,-0.366025404,60,1835.58,188.3967136
6710,18-05-2011 12.46,North,Influencer,General,Premium,15,1.25,0.1715,201,6005,,0.85,-0.366025404,30,9338.84,181.4693447
6711,08-04-2011 10.32,East,Search,General,Standard,17.7,2.95,0.3183,83,3004,0.0245,2.51,0.366025404,,462.33,111.4456454
6712,12-10-2011 12.58,North,Social Media,Stationery,Premium,10.2,0.85,0.2982,,16397,0.0813,6.27,-0.366025404,30,13600.9,181.0579919
6713,19-09-2010 15.40,North,Affiliate,Lighting,Premium,1.65,1.65,0.3669,27,808,0.0111,7.57,-1,21,14296.48,34.56072355
6714,23-06-2010 17.04,North,Influencer,Seasonal,Premium,7.5,1.25,0.1082,414,3548,0.0248,3.32,-1,7,1452.15,149.1522232
6715,10-11-2011 10.32,North,Affiliate,General,Premium,28.08,0.39,0.0394,273,13101,0.1532,4.41,0.366025404,21,503984.88,302.1061169
6716,01-04-2011 16.49,North,Search,Kitchen,Premium,15,1.25,0.0362,372,5126,0.1479,4.26,0.366025404,30,22759.55,231.5292906
6717,28-09-2011 15.21,Nort,Search,Seasonal,Premium,4.5,0.75,0.2452,113,3402,0.106,1.88,-1,14,39812.46,173.6618989
6718,02-11-2011 11.49,North,Influencer,General,Premium,5,1.25,0.1823,31,839,0.0543,4.89,0.366025404,60,6020.311,129.1805508
6719,25-03-2010 14.12,North,Affiliate,General,Premium,8.5,4.25,0.539,189,4368,0.0277,6.16,1,,1583.6,86.14214906
6720,21-04-2011 16.37,North,Influencer,General,Premium,1.95,1.95,0.2343,526,8098,0.0556,4.43,0.366025404,60,1060.55,141.1920221
6721,19-08-2010 14.48,North,Search,Storage,Standard,17.9,8.95,0.1634,241,6339,0.02,2.53,-1.366025404,60,328.95,73.76080226
6722,25-04-2010 15.47,North,Search,Kitchen,Premium,15,1.25,0.5978,377,10155,0.0513,,0.366025404,21,2189.46,166.9190776
6723,06-11-2011 14.29,North,Affiliate,General,Standard,7.11,0.79,0.1297,325,7145,0.0198,6.52,0.366025404,,913.28,159.1042846
6724,01-08-2010 14.25,North,Email,Kitchen,Budget,10,1.25,0.1599,372,3802,0.1248,3.31,-1.366025404,90,61.95,142.9896101
6725,17-04-2011 12.37,North,TV,Storage,Premium,2.95,2.95,0.3242,401,5172,0.0143,4.18,0.366025404,28,1618.54,70.34579125
6726,10-10-2010 11.47,North,Social Media,Seasonal,Standard,5.9,2.95,0.3457,827,12340,0.1124,5.16,-0.366025404,,565.86,138.9299339
6727,24-08-2011 12.36,North,Email,General,Premium,17.85,5.95,0.1899,271,-2569,0.01,1.06,-1.366025404,90,5168.83,75.90812602
6728,05-01-2011 11.41,North,TV,General,Premium,5.95,5.95,0.0896,321,4477,0.0742,1.51,1.366025404,7,59743,108.345638
6729,25-06-2010 12.05,North,TV,General,Premium,17.7,2.95,0.5152,314,7774,,4.54,-1,21,3106.16,65.70123993
6730,09-05-2011 16.42,North,Affiliate,General,Premium,5.9,2.95,0.1564,464,13541,0.0602,5.54,-0.366025404,28,6874.16,115.1816228
6731,17-10-2011 15.02,North,Affiliate,Storage,Premium,14.04,0.39,0.3956,158,3232,0.0057,3.12,-0.366025404,14,1913.96,174.0604081
6732,16-02-2010 12.35,North,Influencer,Storage,Premium,15,1.25,0.5744,525,10989,,2.8,1.366025404,21,515.72,182.556658
6733,07-09-2011 14.13,North,Social_Media,Seasonal,Premium,17.4,1.45,0.2391,601,17516,0.055,2.94,-1,30,233687.65,166.5360846
6734,10-11-2011 14.59,North,Email,General,Premium,3.75,3.75,0.3955,421,7842,0.0164,2.76,0.366025404,90,1964.04,98.24143801
6735,01-11-2011 15.26,North,Search,General,Premium,4.95,4.95,0.1518,717,8246,0.1134,,0.366025404,90,1555.98,148.5720459
6736,16-11-2011 10.34,North,Social Media,General,Premium,10.08,0.42,0.3593,246,5748,0.1415,2.41,0.366025404,21,6621.52,313.005054
6737,23-11-2011 12.20,North,Email,General,Premium,29.7,4.95,0.1477,198,2181,0.1259,3.65,0.366025404,90,,144.7311539
6738,07-05-2010 15.33,North,Email,General,Standard,17.4,1.45,0.1069,508,7641,0.0488,2.32,-0.366025404,28,747.39,151.8853982
6739,04-02-2010 10.50,North,Social Media,Stationery,Premium,21,0.42,0.0824,147,3936,0.0118,2.21,1.366025404,21,173.82,250.9043705
6740,31-01-2010 11.01,North,Influencer,General,Premium,12.5,1.25,0.1772,434,7929,0.0801,1.88,1.366025404,7,,217.9293216
6741,08-05-2011 16.13,North,Affiliate,General,Premium,3.3,1.65,0.0072,587,11603,0.0364,3.99,-0.366025404,21,5246.43,143.4303363
6742,15-06-2010 12.50,North,Email,Storage,Premium,5.1,2.55,0.2489,250,6159,0.0659,4.59,-1,28,,88.16142838
6743,15-02-2011 14.02,North,Social Media,General,Standard,11.25,3.75,,93,2601,0.0132,5.41,1.366025404,60,154.49,110.9517961
6744,30-09-2010 10.56,North,Social Media,Kitchen,Premium,1.25,1.25,0.1716,48,986,0.0026,4.31,-1,14,956.92,90.61911759
6745,05-12-2010 15.12,North,Social Media,General,Premium,,1.65,0.6,46,1651,0.0245,3.43,1,14,1443.49,105.6243542
6746,18-03-2010 14.26,North,Affiliate,Lighting,Premium,130.8,5.45,0.0943,107,610,0.0543,1.1,1,21,62828.26,145.3024521
6747,11-02-2010 12.36,North,Email,General,Premium,9.9,4.95,0.1444,423,8176,0.0774,2.1,1.366025404,28,63,113.304025
6748,21-02-2010 15.06,North,Search,Lighting,Premium,12.7,6.35,0.3289,137,3197,0.1126,4.04,1.366025404,14,3072.09,111.568957
6749,06-06-2011 9.03,North,Email,Storage,Premium,20.8,2.08,0.1665,387,7373,0.0626,0.97,-1,30,4697.02,126.2610987
6750,24-01-2010 12.27,North,Social Media,Lighting,Budget,7.5,1.25,,593,32632,0.0023,7.1,1.366025404,90,139.2,181.7111692
6751,19-07-2011 10.51,West,Search,General,Premium,1.65,1.65,0.4319,,3643,0.0453,2.54,-1.366025404,30,96797.66,133.1261719
6752,24-08-2010 13.46,North,Email,Storage,Premium,13.2,0.55,0.4143,767,12288,0.0519,3.96,-1.366025404,60,5225.5,206.4301021
6753,11-05-2010 14.41,North,TV,Storage,Standard,11.4,0.95,0.3041,463,19217,0.0735,5.3,-0.366025404,60,21.6,128.5284094
6754,05-12-2011 17.17,North,Social Media,General,Premium,10.79,10.79,0.2361,39,2532,0.0294,5.66,1,21,62635.23,95.31432544
6755,16-04-2010 10.40,North,TV,General,Premium,8.25,1.65,0.0113,108,1030,0.0928,3.36,0.366025404,30,10486.37,132.2854723
6756,08-10-2010 12.14,North,Affiliate,Stationery,Premium,5.04,0.42,0.0794,270,4328,0.0033,3.37,-0.366025404,90,1959,208.4335595
6757,08-06-2010,North,Affiliate,Storage,Premium,4.95,4.95,0.2865,51,1925,0.0241,5.48,-1,60,292.69,48.79648132
6758,23-08-2010 14.38,North,Search,General,Premium,10.2,2.55,0.1202,,904,0.0262,8.06,-1.366025404,60,5430.61,76.80031366
6759,04-02-2011,East,Search,Stationery,Premium,25.4,6.35,0.2755,192,8638,0.0649,5.87,1.366025404,14,3796.89,96.8034107
6760,26-01-2010 12.22,North,Social Media,General,Premium,5.9,2.95,0.1364,356,2958,0.0204,3.82,1.366025404,21,,133.4846818
6761,08-12-2010 15.56,North,Affiliate,General,Premium,45.9,7.65,0.2172,160,7717,0.0901,1.47,1,21,9113.24,141.8982852
6762,09-06-2011 17.27,North,TV,General,Premium,1374,4.58,0.1627,309,7969,0.0619,6.63,-1,7,437171.98,57.0696987
6763,04-05-2010 12.45,North,Email,General,Premium,5.04,0.42,0.1694,43,893,0.055,3.07,-0.366025404,30,1110.53,141.2727981
6764,27-10-2011 12.09,North,Social Media,Seasonal,Premium,115.2,0.72,0.1907,304,4404,,2.02,-0.366025404,28,484503.99,246.236789
6765,17-06-2011 10.51,North,Search,General,Premium,12.48,2.08,0.071,183,3166,0.0884,2.83,-1,28,2773.71,132.9267447
6766,19-10-2010 15.33,North,Influencer,General,Standard,6.25,1.25,0.0725,59,1488,0.1154,3.89,-0.366025404,,1159.6,166.7878891
6767,15-09-2011 10.31,North,TV,Seasonal,Premium,102,2.55,0.0386,896,47313,0.0183,5.69,-1,60,1948.22,92.95097782
6768,15-09-2010 13.44,North,TV,General,Standard,75.6,2.1,0.5673,91,1831,0.0457,5.39,-1,14,1722.58,38.347853
6769,06-10-2010 12.42,North,Email,Storage,Premium,8.5,0.85,,365,8408,0.0294,5.07,-0.366025404,90,8999.57,168.8366473
6770,23-02-2010 13.55,North,Email,General,Premium,1.95,1.95,0.0599,42,672,0.0079,,1.366025404,30,147.75,102.5874181
6771,09-01-2011 11.43,North,Influencer,Stationery,Premium,10.2,2.55,0.1321,63,1240,0.0568,5.02,1.366025404,90,1403.26,139.9459411
6772,07-12-2009 13.48,North,Search,General,Premium,2.5,1.25,0.2627,107,-3580,0.0797,4.92,1,90,300.99,142.5334749
6773,15-08-2011 12.07,north,Social Media,Storage,Premium,6.64,0.83,,323,5131,0.1111,6.23,-1.366025404,60,24190.15,188.9645617
6774,26-09-2010 13.53,North,Email,Stationery,Premium,11.8,2.95,0.3453,701,17475,0.0885,4.23,-1,60,1487.18,103.9110279
6775,12-03-2010 10.09,North,Affiliate,Kitchen,Premium,15,1.25,0.1687,299,3807,0.0935,3.34,1,30,32600.59,176.4404813
6776,16-02-2010 14.49,North,Search,Kitchen,Premium,76.32,1.06,0.3031,377,15327,0.011,4.41,1.366025404,30,798.4,178.8689437
6777,18-04-2010 12.33,North,Email,General,Premium,22.47,7.49,0.6,81,1694,0.1176,2.18,0.366025404,,1755.16,111.8762836
6778,30-03-2011 10.46,North,TV,General,Premium,15,3.75,,389,10343,0.0328,3.6,1,60,19905.89,98.04293641
6779,21-04-2011 8.43,North,Search,Storage,Premium,15.3,2.55,,,3025,0.0172,5.86,0.366025404,28,6698.07,116.8644128
6780,16-05-2011 14.53,North,Email,General,Premium,59.8,14.95,0.2178,142,4147,0.0048,5.73,-0.366025404,21,186254.58,59.66227086
6781,23-09-2011 12.38,North,Search,Seasonal,Premium,1.3,0.65,0.1425,107,2035,0.0262,1.09,-1,7,54974,158.7463485
6782,31-10-2011 15.36,North,Social Media,Seasonal,Premium,17.85,5.95,0.2051,316,4648,0.0043,2.95,-0.366025404,28,2769.48,103.3690277
6783,27-04-2011 14.05,North,social media,Stationery,Premium,3.36,0.42,0.371,155,2776,0.108,3.85,0.366025404,60,9620.83,254.6041296
6784,28-01-2010 15.04,North,Search,General,Budget,15.8,3.95,0.298,626,35766,0.0258,0.97,1.366025404,28,276.15,151.0267787
6785,10-12-2009 13.59,North,Influencer,Stationery,Premium,,0.42,0.0364,301,17334,0.101,3.13,1,60,218.86,326.6715072
6786,13-09-2011 14.06,North,Email,General,Premium,27.04,1.69,0.2787,1010,61504,0.077,1.25,-1,7,4993.49,155.4889172
6787,17-07-2011 15.59,North,TV,General,Premium,1.45,1.45,0.2981,508,7646,0.0156,4.07,-1.366025404,90,1126.89,101.8730568
6788,03-06-2010 8.49,North,Influencer,General,Premium,17,0.85,0.1296,127,4007,0.028,4.93,-1,,1777,118.8883789
6789,24-10-2010 12.40,North,Email,General,Premium,17.7,2.95,0.3872,111,918,0.2444,6.53,-0.366025404,21,4373.01,131.6343145
6790,08-12-2011 13.47,North,Affiliate,Seasonal,Premium,6.6,1.65,0.2631,378,7769,0.0696,4.25,1,7,11054.01,130.6795544
6791,31-08-2011 15.30,north,Email,General,Premium,17.7,2.95,0.2471,161,2710,0.0596,,-1.366025404,60,20488.8,67.40981903
6792,10-11-2011 10.32,North,Search,General,Budget,15,3.75,0.3256,444,7285,0.005,3.93,0.366025404,60,398.7,121.7676977
6793,09-11-2010 16.03,north,Email,General,Premium,23.7,3.95,0.6,107,1919,0.0227,5.89,0.366025404,,3025.15,79.10129495
6794,23-02-2010 10.25,North,TV,Storage,Premium,145,1.45,0.1779,702,11349,0.0244,1.24,1.366025404,90,5930.64,174.7010847
6795,30-03-2010 17.33,North,Email,General,Premium,6.6,1.65,,234,3579,0.1686,5.68,1,30,90.8,142.4336376
6796,26-08-2010 13.09,North,Search,General,Premium,9.95,9.95,0.3488,219,4212,0.0989,2.28,-1.366025404,30,5601.37,83.30159474
6797,27-10-2011 13.53,North,Social Media,Storage,Budget,6.25,1.25,0.0604,446,11114,0.0108,,-0.366025404,7,30.6,154.22223
6798,26-10-2010 16.47,North,Influencer,Storage,Premium,1.25,1.25,0.2976,264,5054,0.0414,1.38,-0.366025404,,7033.98,172.0148023
6799,25-01-2010 15.07,North,Email,General,Premium,4.2,1.05,0.2505,43,1159,0.0067,1.89,1.366025404,,1025.95,106.0202246
6800,19-05-2010 15.24,North,TV,General,Premium,13.2,1.65,0.2948,99,1240,0.0167,8.6,-0.366025404,7,10232.28,61.46262363
